"","Competition_Name","Country","Team","Opp","Venue","HomeGoals","AwayGoals","Result","Diff"
"2616","Fußball-Bundesliga","GER","Mainz 05","Werder Bremen","A",1,0,"L",-1
"2617","Fußball-Bundesliga","GER","Dortmund","Heidenheim","A",1,2,"W",1
"2618","Fußball-Bundesliga","GER","Augsburg","St. Pauli","A",1,1,"D",0
"2619","Fußball-Bundesliga","GER","Holstein Kiel","Bayern Munich","A",4,3,"L",-1
"2620","Fußball-Bundesliga","GER","Freiburg","Bochum","A",0,1,"W",1
"2621","Fußball-Bundesliga","GER","Gladbach","Stuttgart","A",1,2,"W",1
"2622","Fußball-Bundesliga","GER","RB Leipzig","Union Berlin","A",0,0,"D",0
"2623","Fußball-Bundesliga","GER","Wolfsburg","Eint Frankfurt","A",1,1,"D",0
"2624","Fußball-Bundesliga","GER","Hoffenheim","Leverkusen","A",3,1,"L",-2
"2625","Fußball-Bundesliga","GER","Werder Bremen","Bayern Munich","A",3,0,"L",-3
"2626","Fußball-Bundesliga","GER","Heidenheim","Freiburg","A",1,0,"L",-1
"2627","Fußball-Bundesliga","GER","Stuttgart","Dortmund","A",1,2,"W",1
"2628","Fußball-Bundesliga","GER","Leverkusen","Wolfsburg","A",0,0,"D",0
"2629","Fußball-Bundesliga","GER","Union Berlin","Hoffenheim","A",0,4,"W",4
"2630","Fußball-Bundesliga","GER","Augsburg","Mainz 05","A",0,0,"D",0
"2631","Fußball-Bundesliga","GER","Eint Frankfurt","Gladbach","A",1,1,"D",0
"2632","Fußball-Bundesliga","GER","Bochum","Holstein Kiel","A",2,2,"D",0
"2633","Fußball-Bundesliga","GER","St. Pauli","RB Leipzig","A",2,0,"L",-2
"2634","Fußball-Bundesliga","GER","RB Leipzig","Augsburg","A",0,0,"D",0
"2635","Fußball-Bundesliga","GER","Wolfsburg","Stuttgart","A",1,2,"W",1
"2636","Fußball-Bundesliga","GER","Gladbach","Union Berlin","A",1,2,"W",1
"2637","Fußball-Bundesliga","GER","Freiburg","St. Pauli","A",0,1,"W",1
"2638","Fußball-Bundesliga","GER","Dortmund","Bochum","A",2,0,"L",-2
"2639","Fußball-Bundesliga","GER","Bayern Munich","Leverkusen","A",0,0,"D",0
"2640","Fußball-Bundesliga","GER","Hoffenheim","Werder Bremen","A",1,3,"W",2
"2641","Fußball-Bundesliga","GER","Holstein Kiel","Eint Frankfurt","A",3,1,"L",-2
"2642","Fußball-Bundesliga","GER","Mainz 05","Heidenheim","A",0,2,"W",2
"2643","Fußball-Bundesliga","GER","Werder Bremen","Freiburg","A",5,0,"L",-5
"2644","Fußball-Bundesliga","GER","St. Pauli","Mainz 05","A",2,0,"L",-2
"2645","Fußball-Bundesliga","GER","Bochum","Wolfsburg","A",1,1,"D",0
"2646","Fußball-Bundesliga","GER","Augsburg","Gladbach","A",0,3,"W",3
"2647","Fußball-Bundesliga","GER","Leverkusen","Holstein Kiel","A",0,2,"W",2
"2648","Fußball-Bundesliga","GER","Union Berlin","Dortmund","A",6,0,"L",-6
"2649","Fußball-Bundesliga","GER","Heidenheim","RB Leipzig","A",2,2,"D",0
"2650","Fußball-Bundesliga","GER","Eint Frankfurt","Bayern Munich","A",4,0,"L",-4
"2651","Fußball-Bundesliga","GER","Stuttgart","Hoffenheim","A",1,1,"D",0
"2652","Fußball-Bundesliga","GER","Bayern Munich","Stuttgart","A",1,3,"W",2
"2653","Fußball-Bundesliga","GER","Wolfsburg","Werder Bremen","A",1,2,"W",1
"2654","Fußball-Bundesliga","GER","Mainz 05","RB Leipzig","A",1,2,"W",1
"2655","Fußball-Bundesliga","GER","Gladbach","Heidenheim","A",0,3,"W",3
"2656","Fußball-Bundesliga","GER","Hoffenheim","Bochum","A",0,1,"W",1
"2657","Fußball-Bundesliga","GER","Dortmund","St. Pauli","A",0,2,"W",2
"2658","Fußball-Bundesliga","GER","Leverkusen","Eint Frankfurt","A",1,4,"W",3
"2659","Fußball-Bundesliga","GER","Holstein Kiel","Union Berlin","A",0,1,"W",1
"2660","Fußball-Bundesliga","GER","Freiburg","Augsburg","A",0,0,"D",0
"2661","Fußball-Bundesliga","GER","Mainz 05","Gladbach","A",1,3,"W",2
"2662","Fußball-Bundesliga","GER","Werder Bremen","Leverkusen","A",0,2,"W",2
"2663","Fußball-Bundesliga","GER","Bochum","Bayern Munich","A",2,3,"W",1
"2664","Fußball-Bundesliga","GER","Stuttgart","Holstein Kiel","A",2,2,"D",0
"2665","Fußball-Bundesliga","GER","St. Pauli","Wolfsburg","A",1,1,"D",0
"2666","Fußball-Bundesliga","GER","Augsburg","Dortmund","A",0,1,"W",1
"2667","Fußball-Bundesliga","GER","RB Leipzig","Freiburg","A",0,0,"D",0
"2668","Fußball-Bundesliga","GER","Union Berlin","Eint Frankfurt","A",1,2,"W",1
"2669","Fußball-Bundesliga","GER","Heidenheim","Hoffenheim","A",1,1,"D",0
"2670","Fußball-Bundesliga","GER","Hoffenheim","St. Pauli","A",1,0,"L",-1
"2671","Fußball-Bundesliga","GER","Bayern Munich","Union Berlin","A",1,1,"D",0
"2672","Fußball-Bundesliga","GER","Gladbach","Werder Bremen","A",2,4,"W",2
"2673","Fußball-Bundesliga","GER","Freiburg","Mainz 05","A",2,2,"D",0
"2674","Fußball-Bundesliga","GER","Wolfsburg","Augsburg","A",1,0,"L",-1
"2675","Fußball-Bundesliga","GER","Dortmund","RB Leipzig","A",2,0,"L",-2
"2676","Fußball-Bundesliga","GER","Eint Frankfurt","Bochum","A",1,3,"W",2
"2677","Fußball-Bundesliga","GER","Holstein Kiel","Heidenheim","A",3,1,"L",-2
"2678","Fußball-Bundesliga","GER","Leverkusen","Stuttgart","A",3,4,"W",1
"2679","Fußball-Bundesliga","GER","Bochum","Leverkusen","A",3,1,"L",-2
"2680","Fußball-Bundesliga","GER","Augsburg","Hoffenheim","A",1,1,"D",0
"2681","Fußball-Bundesliga","GER","Werder Bremen","Holstein Kiel","A",0,3,"W",3
"2682","Fußball-Bundesliga","GER","RB Leipzig","Gladbach","A",1,0,"L",-1
"2683","Fußball-Bundesliga","GER","St. Pauli","Bayern Munich","A",3,2,"L",-1
"2684","Fußball-Bundesliga","GER","Heidenheim","Wolfsburg","A",0,1,"W",1
"2685","Fußball-Bundesliga","GER","Stuttgart","Eint Frankfurt","A",1,0,"L",-1
"2686","Fußball-Bundesliga","GER","Union Berlin","Freiburg","A",1,2,"W",1
"2687","Fußball-Bundesliga","GER","Mainz 05","Dortmund","A",3,1,"L",-2
"2688","Fußball-Bundesliga","GER","Bayern Munich","Augsburg","A",1,3,"W",2
"2689","Fußball-Bundesliga","GER","Holstein Kiel","Mainz 05","A",1,1,"D",0
"2690","Fußball-Bundesliga","GER","Hoffenheim","RB Leipzig","A",3,1,"L",-2
"2691","Fußball-Bundesliga","GER","Dortmund","Freiburg","A",1,4,"W",3
"2692","Fußball-Bundesliga","GER","Stuttgart","Bochum","A",0,4,"W",4
"2693","Fußball-Bundesliga","GER","Leverkusen","Heidenheim","A",0,1,"W",1
"2694","Fußball-Bundesliga","GER","Eint Frankfurt","Werder Bremen","A",2,0,"L",-2
"2695","Fußball-Bundesliga","GER","Gladbach","St. Pauli","A",1,1,"D",0
"2696","Fußball-Bundesliga","GER","Wolfsburg","Union Berlin","A",1,0,"L",-1
"2697","Fußball-Bundesliga","GER","RB Leipzig","Wolfsburg","A",2,3,"W",1
"2698","Fußball-Bundesliga","GER","Mainz 05","Hoffenheim","A",2,0,"L",-2
"2699","Fußball-Bundesliga","GER","Freiburg","Gladbach","A",1,2,"W",1
"2700","Fußball-Bundesliga","GER","Augsburg","Bochum","A",1,2,"W",1
"2701","Fußball-Bundesliga","GER","Union Berlin","Leverkusen","A",0,0,"D",0
"2702","Fußball-Bundesliga","GER","St. Pauli","Holstein Kiel","A",1,2,"W",1
"2703","Fußball-Bundesliga","GER","Dortmund","Bayern Munich","A",2,2,"D",0
"2704","Fußball-Bundesliga","GER","Werder Bremen","Stuttgart","A",1,2,"W",1
"2705","Fußball-Bundesliga","GER","Heidenheim","Eint Frankfurt","A",3,0,"L",-3
"2706","Fußball-Bundesliga","GER","Holstein Kiel","RB Leipzig","A",1,1,"D",0
"2707","Fußball-Bundesliga","GER","Hoffenheim","Freiburg","A",3,2,"L",-1
"2708","Fußball-Bundesliga","GER","Bochum","Werder Bremen","A",1,0,"L",-1
"2709","Fußball-Bundesliga","GER","Bayern Munich","Heidenheim","A",0,4,"W",4
"2710","Fußball-Bundesliga","GER","Wolfsburg","Mainz 05","A",2,2,"D",0
"2711","Fußball-Bundesliga","GER","Stuttgart","Union Berlin","A",4,4,"D",0
"2712","Fußball-Bundesliga","GER","Eint Frankfurt","Augsburg","A",0,0,"D",0
"2713","Fußball-Bundesliga","GER","Gladbach","Dortmund","A",3,2,"L",-1
"2714","Fußball-Bundesliga","GER","Leverkusen","St. Pauli","A",1,1,"D",0
"2715","Fußball-Bundesliga","GER","Heidenheim","Stuttgart","A",0,1,"W",1
"2716","Fußball-Bundesliga","GER","Dortmund","Hoffenheim","A",2,3,"W",1
"2717","Fußball-Bundesliga","GER","Mainz 05","Bayern Munich","A",3,0,"L",-3
"2718","Fußball-Bundesliga","GER","Augsburg","Leverkusen","A",2,0,"L",-2
"2719","Fußball-Bundesliga","GER","Gladbach","Holstein Kiel","A",4,3,"L",-1
"2720","Fußball-Bundesliga","GER","Freiburg","Wolfsburg","A",0,1,"W",1
"2721","Fußball-Bundesliga","GER","RB Leipzig","Eint Frankfurt","A",4,0,"L",-4
"2722","Fußball-Bundesliga","GER","Union Berlin","Bochum","A",1,1,"D",0
"2723","Fußball-Bundesliga","GER","St. Pauli","Werder Bremen","A",0,0,"D",0
"2724","Fußball-Bundesliga","GER","Bochum","Heidenheim","A",0,0,"D",0
"2725","Fußball-Bundesliga","GER","Stuttgart","St. Pauli","A",0,1,"W",1
"2726","Fußball-Bundesliga","GER","Hoffenheim","Gladbach","A",4,4,"D",0
"2727","Fußball-Bundesliga","GER","Bayern Munich","RB Leipzig","A",3,3,"D",0
"2728","Fußball-Bundesliga","GER","Werder Bremen","Union Berlin","A",2,2,"D",0
"2729","Fußball-Bundesliga","GER","Wolfsburg","Dortmund","A",4,0,"L",-4
"2730","Fußball-Bundesliga","GER","Holstein Kiel","Augsburg","A",1,3,"W",2
"2731","Fußball-Bundesliga","GER","Leverkusen","Freiburg","A",2,2,"D",0
"2732","Fußball-Bundesliga","GER","Eint Frankfurt","Mainz 05","A",1,1,"D",0
"2733","Fußball-Bundesliga","GER","Hoffenheim","Wolfsburg","A",2,2,"D",0
"2734","Fußball-Bundesliga","GER","Mainz 05","Bochum","A",1,4,"W",3
"2735","Fußball-Bundesliga","GER","RB Leipzig","Werder Bremen","A",0,0,"D",0
"2736","Fußball-Bundesliga","GER","Freiburg","Holstein Kiel","A",1,2,"W",1
"2737","Fußball-Bundesliga","GER","Heidenheim","Union Berlin","A",0,3,"W",3
"2738","Fußball-Bundesliga","GER","Gladbach","Bayern Munich","A",2,0,"L",-2
"2739","Fußball-Bundesliga","GER","Dortmund","Leverkusen","A",2,4,"W",2
"2740","Fußball-Bundesliga","GER","St. Pauli","Eint Frankfurt","A",2,2,"D",0
"2741","Fußball-Bundesliga","GER","Augsburg","Stuttgart","A",4,0,"L",-4
"2742","Fußball-Bundesliga","GER","Stuttgart","RB Leipzig","A",2,3,"W",1
"2743","Fußball-Bundesliga","GER","Wolfsburg","Gladbach","A",0,1,"W",1
"2744","Fußball-Bundesliga","GER","Werder Bremen","Heidenheim","A",1,4,"W",3
"2745","Fußball-Bundesliga","GER","Bochum","St. Pauli","A",0,2,"W",2
"2746","Fußball-Bundesliga","GER","Eint Frankfurt","Freiburg","A",1,3,"W",2
"2747","Fußball-Bundesliga","GER","Union Berlin","Augsburg","A",1,2,"W",1
"2748","Fußball-Bundesliga","GER","Leverkusen","Mainz 05","A",2,2,"D",0
"2749","Fußball-Bundesliga","GER","Holstein Kiel","Dortmund","A",3,0,"L",-3
"2750","Fußball-Bundesliga","GER","Bayern Munich","Hoffenheim","A",0,4,"W",4
"2751","Fußball-Bundesliga","GER","Elversberg","Heidenheim","A",2,2,"D",0
"2752","Fußball-Bundesliga","GER","Heidenheim","Elversberg","A",1,2,"W",1
"2753","La Liga","ESP","Getafe","Athletic Club","A",1,1,"D",0
"2754","La Liga","ESP","Girona","Betis","A",1,1,"D",0
"2755","La Liga","ESP","Alavés","Celta Vigo","A",2,1,"L",-1
"2756","La Liga","ESP","Sevilla","Las Palmas","A",2,2,"D",0
"2757","La Liga","ESP","Leganés","Osasuna","A",1,1,"D",0
"2758","La Liga","ESP","Barcelona","Valencia","A",1,2,"W",1
"2759","La Liga","ESP","Rayo Vallecano","Real Sociedad","A",1,2,"W",1
"2760","La Liga","ESP","Real Madrid","Mallorca","A",1,1,"D",0
"2761","La Liga","ESP","Espanyol","Valladolid","A",1,0,"L",-1
"2762","La Liga","ESP","Atlético Madrid","Villarreal","A",2,2,"D",0
"2763","La Liga","ESP","Valencia","Celta Vigo","A",3,1,"L",-2
"2764","La Liga","ESP","Villarreal","Sevilla","A",1,2,"W",1
"2765","La Liga","ESP","Mallorca","Osasuna","A",1,0,"L",-1
"2766","La Liga","ESP","Athletic Club","Barcelona","A",2,1,"L",-1
"2767","La Liga","ESP","Rayo Vallecano","Getafe","A",0,0,"D",0
"2768","La Liga","ESP","Real Sociedad","Espanyol","A",0,1,"W",1
"2769","La Liga","ESP","Valladolid","Real Madrid","A",3,0,"L",-3
"2770","La Liga","ESP","Las Palmas","Leganés","A",2,1,"L",-1
"2771","La Liga","ESP","Betis","Alavés","A",0,0,"D",0
"2772","La Liga","ESP","Girona","Atlético Madrid","A",3,0,"L",-3
"2773","La Liga","ESP","Celta Vigo","Villarreal","A",4,3,"L",-1
"2774","La Liga","ESP","Sevilla","Mallorca","A",0,0,"D",0
"2775","La Liga","ESP","Barcelona","Rayo Vallecano","A",1,2,"W",1
"2776","La Liga","ESP","Valencia","Athletic Club","A",1,0,"L",-1
"2777","La Liga","ESP","Leganés","Valladolid","A",0,0,"D",0
"2778","La Liga","ESP","Espanyol","Atlético Madrid","A",0,0,"D",0
"2779","La Liga","ESP","Alavés","Real Sociedad","A",1,2,"W",1
"2780","La Liga","ESP","Osasuna","Girona","A",4,0,"L",-4
"2781","La Liga","ESP","Real Madrid","Las Palmas","A",1,1,"D",0
"2782","La Liga","ESP","Valladolid","Barcelona","A",7,0,"L",-7
"2783","La Liga","ESP","Atlético Madrid","Athletic Club","A",0,1,"W",1
"2784","La Liga","ESP","Rayo Vallecano","Espanyol","A",2,1,"L",-1
"2785","La Liga","ESP","Villarreal","Valencia","A",1,1,"D",0
"2786","La Liga","ESP","Mallorca","Leganés","A",0,1,"W",1
"2787","La Liga","ESP","Las Palmas","Alavés","A",2,0,"L",-2
"2788","La Liga","ESP","Celta Vigo","Osasuna","A",3,2,"L",-1
"2789","La Liga","ESP","Girona","Sevilla","A",0,2,"W",2
"2790","La Liga","ESP","Real Sociedad","Getafe","A",0,0,"D",0
"2791","La Liga","ESP","Betis","Real Madrid","A",2,0,"L",-2
"2792","La Liga","ESP","Leganés","Betis","A",2,0,"L",-2
"2793","La Liga","ESP","Villarreal","Mallorca","A",1,2,"W",1
"2794","La Liga","ESP","Alavés","Espanyol","A",3,2,"L",-1
"2795","La Liga","ESP","Getafe","Sevilla","A",1,0,"L",-1
"2796","La Liga","ESP","Real Madrid","Real Sociedad","A",0,2,"W",2
"2797","La Liga","ESP","Valladolid","Celta Vigo","A",3,1,"L",-2
"2798","La Liga","ESP","Barcelona","Girona","A",1,4,"W",3
"2799","La Liga","ESP","Athletic Club","Las Palmas","A",2,3,"W",1
"2800","La Liga","ESP","Valencia","Atlético Madrid","A",3,0,"L",-3
"2801","La Liga","ESP","Osasuna","Rayo Vallecano","A",3,1,"L",-2
"2802","La Liga","ESP","Real Sociedad","Mallorca","A",1,0,"L",-1
"2803","La Liga","ESP","Getafe","Betis","A",2,1,"L",-1
"2804","La Liga","ESP","Athletic Club","Leganés","A",0,2,"W",2
"2805","La Liga","ESP","Sevilla","Alavés","A",2,1,"L",-1
"2806","La Liga","ESP","Real Sociedad","Valladolid","A",0,0,"D",0
"2807","La Liga","ESP","Las Palmas","Osasuna","A",2,1,"L",-1
"2808","La Liga","ESP","Girona","Valencia","A",2,0,"L",-2
"2809","La Liga","ESP","Espanyol","Real Madrid","A",4,1,"L",-3
"2810","La Liga","ESP","Leganés","Getafe","A",1,1,"D",0
"2811","La Liga","ESP","Celta Vigo","Athletic Club","A",3,1,"L",-2
"2812","La Liga","ESP","Barcelona","Villarreal","A",1,5,"W",4
"2813","La Liga","ESP","Atlético Madrid","Rayo Vallecano","A",1,1,"D",0
"2814","La Liga","ESP","Mallorca","Betis","A",1,2,"W",1
"2815","La Liga","ESP","Valladolid","Sevilla","A",2,1,"L",-1
"2816","La Liga","ESP","Osasuna","Valencia","A",0,0,"D",0
"2817","La Liga","ESP","Alavés","Real Madrid","A",3,2,"L",-1
"2818","La Liga","ESP","Rayo Vallecano","Girona","A",0,0,"D",0
"2819","La Liga","ESP","Getafe","Barcelona","A",1,0,"L",-1
"2820","La Liga","ESP","Betis","Las Palmas","A",1,1,"D",0
"2821","La Liga","ESP","Villarreal","Espanyol","A",1,2,"W",1
"2822","La Liga","ESP","Atlético Madrid","Celta Vigo","A",0,1,"W",1
"2823","La Liga","ESP","Mallorca","Valladolid","A",1,2,"W",1
"2824","La Liga","ESP","Alavés","Getafe","A",2,0,"L",-2
"2825","La Liga","ESP","Leganés","Rayo Vallecano","A",1,1,"D",0
"2826","La Liga","ESP","Valencia","Real Sociedad","A",3,0,"L",-3
"2827","La Liga","ESP","Barcelona","Osasuna","A",4,2,"L",-2
"2828","La Liga","ESP","Girona","Celta Vigo","A",1,1,"D",0
"2829","La Liga","ESP","Sevilla","Athletic Club","A",1,1,"D",0
"2830","La Liga","ESP","Espanyol","Betis","A",1,0,"L",-1
"2831","La Liga","ESP","Real Madrid","Atlético Madrid","A",1,1,"D",0
"2832","La Liga","ESP","Las Palmas","Villarreal","A",3,1,"L",-2
"2833","La Liga","ESP","Valencia","Leganés","A",0,0,"D",0
"2834","La Liga","ESP","Mallorca","Espanyol","A",2,1,"L",-1
"2835","La Liga","ESP","Osasuna","Getafe","A",1,1,"D",0
"2836","La Liga","ESP","Celta Vigo","Las Palmas","A",0,1,"W",1
"2837","La Liga","ESP","Rayo Vallecano","Valladolid","A",1,2,"W",1
"2838","La Liga","ESP","Villarreal","Real Madrid","A",2,0,"L",-2
"2839","La Liga","ESP","Athletic Club","Girona","A",2,1,"L",-1
"2840","La Liga","ESP","Barcelona","Alavés","A",0,3,"W",3
"2841","La Liga","ESP","Betis","Sevilla","A",1,0,"L",-1
"2842","La Liga","ESP","Atlético Madrid","Real Sociedad","A",1,1,"D",0
"2843","La Liga","ESP","Valladolid","Alavés","A",2,3,"W",1
"2844","La Liga","ESP","Espanyol","Athletic Club","A",4,1,"L",-3
"2845","La Liga","ESP","Betis","Osasuna","A",1,2,"W",1
"2846","La Liga","ESP","Real Sociedad","Girona","A",0,1,"W",1
"2847","La Liga","ESP","Real Madrid","Celta Vigo","A",1,2,"W",1
"2848","La Liga","ESP","Rayo Vallecano","Mallorca","A",1,0,"L",-1
"2849","La Liga","ESP","Leganés","Atlético Madrid","A",3,1,"L",-2
"2850","La Liga","ESP","Getafe","Villarreal","A",1,1,"D",0
"2851","La Liga","ESP","Sevilla","Barcelona","A",5,1,"L",-4
"2852","La Liga","ESP","Las Palmas","Valencia","A",2,3,"W",1
"2853","La Liga","ESP","Sevilla","Espanyol","A",0,2,"W",2
"2854","La Liga","ESP","Villarreal","Valladolid","A",1,2,"W",1
"2855","La Liga","ESP","Alavés","Rayo Vallecano","A",1,0,"L",-1
"2856","La Liga","ESP","Girona","Las Palmas","A",1,0,"L",-1
"2857","La Liga","ESP","Barcelona","Real Madrid","A",0,4,"W",4
"2858","La Liga","ESP","Celta Vigo","Leganés","A",3,0,"L",-3
"2859","La Liga","ESP","Valencia","Getafe","A",1,1,"D",0
"2860","La Liga","ESP","Atlético Madrid","Betis","A",1,0,"L",-1
"2861","La Liga","ESP","Osasuna","Real Sociedad","A",0,2,"W",2
"2862","La Liga","ESP","Athletic Club","Mallorca","A",0,0,"D",0
"2863","La Liga","ESP","Mallorca","Alavés","A",1,0,"L",-1
"2864","La Liga","ESP","Valladolid","Osasuna","A",1,0,"L",-1
"2865","La Liga","ESP","Leganés","Girona","A",4,3,"L",-1
"2866","La Liga","ESP","Las Palmas","Atlético Madrid","A",2,0,"L",-2
"2867","La Liga","ESP","Espanyol","Barcelona","A",3,1,"L",-2
"2868","La Liga","ESP","Real Sociedad","Sevilla","A",0,2,"W",2
"2869","La Liga","ESP","Betis","Athletic Club","A",1,1,"D",0
"2870","La Liga","ESP","Getafe","Celta Vigo","A",1,0,"L",-1
"2871","La Liga","ESP","Las Palmas","Rayo Vallecano","A",1,3,"W",2
"2872","La Liga","ESP","Osasuna","Real Madrid","A",4,0,"L",-4
"2873","La Liga","ESP","Alavés","Villarreal","A",3,0,"L",-3
"2874","La Liga","ESP","Sevilla","Leganés","A",1,0,"L",-1
"2875","La Liga","ESP","Celta Vigo","Betis","A",2,2,"D",0
"2876","La Liga","ESP","Atlético Madrid","Mallorca","A",0,1,"W",1
"2877","La Liga","ESP","Athletic Club","Valladolid","A",1,1,"D",0
"2878","La Liga","ESP","Girona","Getafe","A",0,1,"W",1
"2879","La Liga","ESP","Barcelona","Real Sociedad","A",1,0,"L",-1
"2880","La Liga","ESP","Valladolid","Getafe","A",2,0,"L",-2
"2881","La Liga","ESP","Betis","Valencia","A",4,2,"L",-2
"2882","La Liga","ESP","Alavés","Atlético Madrid","A",2,1,"L",-1
"2883","La Liga","ESP","Mallorca","Las Palmas","A",2,3,"W",1
"2884","La Liga","ESP","Espanyol","Girona","A",4,1,"L",-3
"2885","La Liga","ESP","Barcelona","Celta Vigo","A",2,2,"D",0
"2886","La Liga","ESP","Villarreal","Osasuna","A",2,2,"D",0
"2887","La Liga","ESP","Rayo Vallecano","Sevilla","A",1,0,"L",-1
"2888","La Liga","ESP","Real Madrid","Leganés","A",0,3,"W",3
"2889","La Liga","ESP","Real Sociedad","Athletic Club","A",1,0,"L",-1
"2890","La Liga","ESP","Valencia","Mallorca","A",2,1,"L",-1
"2891","La Liga","ESP","Las Palmas","Barcelona","A",1,2,"W",1
"2892","La Liga","ESP","Leganés","Alavés","A",1,1,"D",0
"2893","La Liga","ESP","Celta Vigo","Espanyol","A",3,1,"L",-2
"2894","La Liga","ESP","Atlético Madrid","Valladolid","A",0,5,"W",5
"2895","La Liga","ESP","Girona","Villarreal","A",2,2,"D",0
"2896","La Liga","ESP","Getafe","Real Madrid","A",2,0,"L",-2
"2897","La Liga","ESP","Athletic Club","Rayo Vallecano","A",1,2,"W",1
"2898","La Liga","ESP","Betis","Real Sociedad","A",2,0,"L",-2
"2899","La Liga","ESP","Osasuna","Sevilla","A",1,1,"D",0
"2900","La Liga","ESP","Barcelona","Mallorca","A",1,5,"W",4
"2901","La Liga","ESP","Real Madrid","Athletic Club","A",2,1,"L",-1
"2902","La Liga","ESP","Mallorca","Celta Vigo","A",2,0,"L",-2
"2903","La Liga","ESP","Valladolid","Las Palmas","A",2,1,"L",-1
"2904","La Liga","ESP","Barcelona","Betis","A",2,2,"D",0
"2905","La Liga","ESP","Rayo Vallecano","Valencia","A",0,1,"W",1
"2906","La Liga","ESP","Real Madrid","Girona","A",0,3,"W",3
"2907","La Liga","ESP","Real Sociedad","Leganés","A",0,3,"W",3
"2908","La Liga","ESP","Villarreal","Athletic Club","A",2,0,"L",-2
"2909","La Liga","ESP","Alavés","Osasuna","A",2,2,"D",0
"2910","La Liga","ESP","Sevilla","Atlético Madrid","A",4,3,"L",-1
"2911","La Liga","ESP","Espanyol","Getafe","A",1,0,"L",-1
"2912","La Liga","ESP","Valencia","Valladolid","A",1,0,"L",-1
"2913","La Liga","ESP","Osasuna","Espanyol","A",0,0,"D",0
"2914","La Liga","ESP","Girona","Mallorca","A",2,1,"L",-1
"2915","La Liga","ESP","Celta Vigo","Sevilla","A",1,0,"L",-1
"2916","La Liga","ESP","Real Madrid","Rayo Vallecano","A",3,3,"D",0
"2917","La Liga","ESP","Getafe","Atlético Madrid","A",1,0,"L",-1
"2918","La Liga","ESP","Athletic Club","Alavés","A",1,1,"D",0
"2919","La Liga","ESP","Las Palmas","Real Sociedad","A",0,0,"D",0
"2920","La Liga","ESP","Betis","Villarreal","A",1,2,"W",1
"2921","La Liga","ESP","Leganés","Barcelona","A",0,1,"W",1
"2922","La Liga","ESP","Rayo Vallecano","Villarreal","A",1,1,"D",0
"2923","La Liga","ESP","Valencia","Espanyol","A",1,1,"D",0
"2924","La Liga","ESP","Valladolid","Girona","A",3,0,"L",-3
"2925","La Liga","ESP","Mallorca","Getafe","A",0,1,"W",1
"2926","La Liga","ESP","Real Sociedad","Celta Vigo","A",2,0,"L",-2
"2927","La Liga","ESP","Athletic Club","Osasuna","A",1,2,"W",1
"2928","La Liga","ESP","Atlético Madrid","Barcelona","A",1,2,"W",1
"2929","La Liga","ESP","Alavés","Valencia","A",2,2,"D",0
"2930","La Liga","ESP","Sevilla","Real Madrid","A",4,2,"L",-2
"2931","La Liga","ESP","Espanyol","Las Palmas","A",1,0,"L",-1
"2932","La Liga","ESP","Villarreal","Leganés","A",2,5,"W",3
"2933","La Liga","ESP","Rayo Vallecano","Betis","A",1,1,"D",0
"2934","La Liga","ESP","Real Madrid","Valencia","A",1,2,"W",1
"2935","La Liga","ESP","Celta Vigo","Rayo Vallecano","A",2,1,"L",-1
"2936","La Liga","ESP","Girona","Alavés","A",0,1,"W",1
"2937","La Liga","ESP","Betis","Valladolid","A",1,0,"L",-1
"2938","La Liga","ESP","Leganés","Espanyol","A",1,1,"D",0
"2939","La Liga","ESP","Valencia","Sevilla","A",1,1,"D",0
"2940","La Liga","ESP","Getafe","Las Palmas","A",1,2,"W",1
"2941","La Liga","ESP","Osasuna","Atlético Madrid","A",1,0,"L",-1
"2942","La Liga","ESP","Villarreal","Real Sociedad","A",1,0,"L",-1
"2943","La Liga","ESP","Valladolid","Espanyol","A",2,1,"L",-1
"2944","La Liga","ESP","Sevilla","Girona","A",1,2,"W",1
"2945","La Liga","ESP","Atlético Madrid","Leganés","A",1,0,"L",-1
"2946","La Liga","ESP","Alavés","Betis","A",1,3,"W",2
"2947","La Liga","ESP","Barcelona","Getafe","A",1,1,"D",0
"2948","La Liga","ESP","Athletic Club","Celta Vigo","A",1,2,"W",1
"2949","La Liga","ESP","Las Palmas","Real Madrid","A",4,1,"L",-3
"2950","La Liga","ESP","Rayo Vallecano","Osasuna","A",1,1,"D",0
"2951","La Liga","ESP","Real Sociedad","Valencia","A",1,0,"L",-1
"2952","La Liga","ESP","Mallorca","Villarreal","A",4,0,"L",-4
"2953","La Liga","ESP","Osasuna","Las Palmas","A",1,1,"D",0
"2954","La Liga","ESP","Betis","Mallorca","A",0,1,"W",1
"2955","La Liga","ESP","Villarreal","Atlético Madrid","A",1,1,"D",0
"2956","La Liga","ESP","Espanyol","Sevilla","A",1,1,"D",0
"2957","La Liga","ESP","Real Madrid","Valladolid","A",0,3,"W",3
"2958","La Liga","ESP","Girona","Rayo Vallecano","A",2,1,"L",-1
"2959","La Liga","ESP","Getafe","Real Sociedad","A",0,3,"W",3
"2960","La Liga","ESP","Leganés","Athletic Club","A",0,0,"D",0
"2961","La Liga","ESP","Valencia","Barcelona","A",7,1,"L",-6
"2962","La Liga","ESP","Celta Vigo","Alavés","A",1,1,"D",0
"2963","La Liga","ESP","Rayo Vallecano","Leganés","A",0,1,"W",1
