"","Competition_Name","Country","Team","Opp","Venue","HomeGoals","AwayGoals","Result","Diff"
"846","Fußball-Bundesliga","GER","Stuttgart","Freiburg","H",4,0,"W",4
"847","Fußball-Bundesliga","GER","Bayern Munich","Wolfsburg","H",3,2,"W",1
"848","Fußball-Bundesliga","GER","Leverkusen","Gladbach","H",3,1,"W",2
"849","Fußball-Bundesliga","GER","Union Berlin","Mainz 05","H",2,1,"W",1
"850","Fußball-Bundesliga","GER","Werder Bremen","Augsburg","H",0,2,"L",-2
"851","Fußball-Bundesliga","GER","Wolfsburg","Holstein Kiel","H",2,2,"D",0
"852","Fußball-Bundesliga","GER","Freiburg","Bayern Munich","H",1,2,"L",-1
"853","Fußball-Bundesliga","GER","RB Leipzig","Leverkusen","H",2,2,"D",0
"854","Fußball-Bundesliga","GER","Dortmund","Werder Bremen","H",2,2,"D",0
"855","Fußball-Bundesliga","GER","Augsburg","Heidenheim","H",2,1,"W",1
"856","Fußball-Bundesliga","GER","Mainz 05","Stuttgart","H",2,0,"W",2
"857","Fußball-Bundesliga","GER","Gladbach","Bochum","H",3,0,"W",3
"858","Fußball-Bundesliga","GER","Hoffenheim","Eint Frankfurt","H",2,2,"D",0
"859","Fußball-Bundesliga","GER","St. Pauli","Union Berlin","H",3,0,"W",3
"860","Fußball-Bundesliga","GER","Werder Bremen","Mainz 05","H",1,0,"W",1
"861","Fußball-Bundesliga","GER","Heidenheim","Dortmund","H",1,2,"L",-1
"862","Fußball-Bundesliga","GER","St. Pauli","Augsburg","H",1,1,"D",0
"863","Fußball-Bundesliga","GER","Bayern Munich","Holstein Kiel","H",4,3,"W",1
"864","Fußball-Bundesliga","GER","Bochum","Freiburg","H",0,1,"L",-1
"865","Fußball-Bundesliga","GER","Stuttgart","Gladbach","H",1,2,"L",-1
"866","Fußball-Bundesliga","GER","Union Berlin","RB Leipzig","H",0,0,"D",0
"867","Fußball-Bundesliga","GER","Eint Frankfurt","Wolfsburg","H",1,1,"D",0
"868","Fußball-Bundesliga","GER","Leverkusen","Hoffenheim","H",3,1,"W",2
"869","Fußball-Bundesliga","GER","Bayern Munich","Werder Bremen","H",3,0,"W",3
"870","Fußball-Bundesliga","GER","Freiburg","Heidenheim","H",1,0,"W",1
"871","Fußball-Bundesliga","GER","Dortmund","Stuttgart","H",1,2,"L",-1
"872","Fußball-Bundesliga","GER","Wolfsburg","Leverkusen","H",0,0,"D",0
"873","Fußball-Bundesliga","GER","Hoffenheim","Union Berlin","H",0,4,"L",-4
"874","Fußball-Bundesliga","GER","Mainz 05","Augsburg","H",0,0,"D",0
"875","Fußball-Bundesliga","GER","Gladbach","Eint Frankfurt","H",1,1,"D",0
"876","Fußball-Bundesliga","GER","Holstein Kiel","Bochum","H",2,2,"D",0
"877","Fußball-Bundesliga","GER","RB Leipzig","St. Pauli","H",2,0,"W",2
"878","Fußball-Bundesliga","GER","Augsburg","RB Leipzig","H",0,0,"D",0
"879","Fußball-Bundesliga","GER","Stuttgart","Wolfsburg","H",1,2,"L",-1
"880","Fußball-Bundesliga","GER","Union Berlin","Gladbach","H",1,2,"L",-1
"881","Fußball-Bundesliga","GER","St. Pauli","Freiburg","H",0,1,"L",-1
"882","Fußball-Bundesliga","GER","Bochum","Dortmund","H",2,0,"W",2
"883","Fußball-Bundesliga","GER","Leverkusen","Bayern Munich","H",0,0,"D",0
"884","Fußball-Bundesliga","GER","Werder Bremen","Hoffenheim","H",1,3,"L",-2
"885","Fußball-Bundesliga","GER","Eint Frankfurt","Holstein Kiel","H",3,1,"W",2
"886","Fußball-Bundesliga","GER","Heidenheim","Mainz 05","H",0,2,"L",-2
"887","Fußball-Bundesliga","GER","Freiburg","Werder Bremen","H",5,0,"W",5
"888","Fußball-Bundesliga","GER","Mainz 05","St. Pauli","H",2,0,"W",2
"889","Fußball-Bundesliga","GER","Wolfsburg","Bochum","H",1,1,"D",0
"890","Fußball-Bundesliga","GER","Gladbach","Augsburg","H",0,3,"L",-3
"891","Fußball-Bundesliga","GER","Holstein Kiel","Leverkusen","H",0,2,"L",-2
"892","Fußball-Bundesliga","GER","Dortmund","Union Berlin","H",6,0,"W",6
"893","Fußball-Bundesliga","GER","RB Leipzig","Heidenheim","H",2,2,"D",0
"894","Fußball-Bundesliga","GER","Bayern Munich","Eint Frankfurt","H",4,0,"W",4
"895","Fußball-Bundesliga","GER","Hoffenheim","Stuttgart","H",1,1,"D",0
"896","Fußball-Bundesliga","GER","Stuttgart","Bayern Munich","H",1,3,"L",-2
"897","Fußball-Bundesliga","GER","Werder Bremen","Wolfsburg","H",1,2,"L",-1
"898","Fußball-Bundesliga","GER","RB Leipzig","Mainz 05","H",1,2,"L",-1
"899","Fußball-Bundesliga","GER","Heidenheim","Gladbach","H",0,3,"L",-3
"900","Fußball-Bundesliga","GER","Bochum","Hoffenheim","H",0,1,"L",-1
"901","Fußball-Bundesliga","GER","St. Pauli","Dortmund","H",0,2,"L",-2
"902","Fußball-Bundesliga","GER","Eint Frankfurt","Leverkusen","H",1,4,"L",-3
"903","Fußball-Bundesliga","GER","Union Berlin","Holstein Kiel","H",0,1,"L",-1
"904","Fußball-Bundesliga","GER","Augsburg","Freiburg","H",0,0,"D",0
"905","Fußball-Bundesliga","GER","Gladbach","Mainz 05","H",1,3,"L",-2
"906","Fußball-Bundesliga","GER","Leverkusen","Werder Bremen","H",0,2,"L",-2
"907","Fußball-Bundesliga","GER","Bayern Munich","Bochum","H",2,3,"L",-1
"908","Fußball-Bundesliga","GER","Holstein Kiel","Stuttgart","H",2,2,"D",0
"909","Fußball-Bundesliga","GER","Wolfsburg","St. Pauli","H",1,1,"D",0
"910","Fußball-Bundesliga","GER","Dortmund","Augsburg","H",0,1,"L",-1
"911","Fußball-Bundesliga","GER","Freiburg","RB Leipzig","H",0,0,"D",0
"912","Fußball-Bundesliga","GER","Eint Frankfurt","Union Berlin","H",1,2,"L",-1
"913","Fußball-Bundesliga","GER","Hoffenheim","Heidenheim","H",1,1,"D",0
"914","Fußball-Bundesliga","GER","St. Pauli","Hoffenheim","H",1,0,"W",1
"915","Fußball-Bundesliga","GER","Union Berlin","Bayern Munich","H",1,1,"D",0
"916","Fußball-Bundesliga","GER","Werder Bremen","Gladbach","H",2,4,"L",-2
"917","Fußball-Bundesliga","GER","Mainz 05","Freiburg","H",2,2,"D",0
"918","Fußball-Bundesliga","GER","Augsburg","Wolfsburg","H",1,0,"W",1
"919","Fußball-Bundesliga","GER","RB Leipzig","Dortmund","H",2,0,"W",2
"920","Fußball-Bundesliga","GER","Bochum","Eint Frankfurt","H",1,3,"L",-2
"921","Fußball-Bundesliga","GER","Heidenheim","Holstein Kiel","H",3,1,"W",2
"922","Fußball-Bundesliga","GER","Stuttgart","Leverkusen","H",3,4,"L",-1
"923","Fußball-Bundesliga","GER","Leverkusen","Bochum","H",3,1,"W",2
"924","Fußball-Bundesliga","GER","Hoffenheim","Augsburg","H",1,1,"D",0
"925","Fußball-Bundesliga","GER","Holstein Kiel","Werder Bremen","H",0,3,"L",-3
"926","Fußball-Bundesliga","GER","Gladbach","RB Leipzig","H",1,0,"W",1
"927","Fußball-Bundesliga","GER","Bayern Munich","St. Pauli","H",3,2,"W",1
"928","Fußball-Bundesliga","GER","Wolfsburg","Heidenheim","H",0,1,"L",-1
"929","Fußball-Bundesliga","GER","Eint Frankfurt","Stuttgart","H",1,0,"W",1
"930","Fußball-Bundesliga","GER","Freiburg","Union Berlin","H",1,2,"L",-1
"931","Fußball-Bundesliga","GER","Dortmund","Mainz 05","H",3,1,"W",2
"932","Fußball-Bundesliga","GER","Augsburg","Bayern Munich","H",1,3,"L",-2
"933","Fußball-Bundesliga","GER","Mainz 05","Holstein Kiel","H",1,1,"D",0
"934","Fußball-Bundesliga","GER","RB Leipzig","Hoffenheim","H",3,1,"W",2
"935","Fußball-Bundesliga","GER","Freiburg","Dortmund","H",1,4,"L",-3
"936","Fußball-Bundesliga","GER","Bochum","Stuttgart","H",0,4,"L",-4
"937","Fußball-Bundesliga","GER","Heidenheim","Leverkusen","H",0,1,"L",-1
"938","Fußball-Bundesliga","GER","Werder Bremen","Eint Frankfurt","H",2,0,"W",2
"939","Fußball-Bundesliga","GER","St. Pauli","Gladbach","H",1,1,"D",0
"940","Fußball-Bundesliga","GER","Union Berlin","Wolfsburg","H",1,0,"W",1
"941","Fußball-Bundesliga","GER","Wolfsburg","RB Leipzig","H",2,3,"L",-1
"942","Fußball-Bundesliga","GER","Hoffenheim","Mainz 05","H",2,0,"W",2
"943","Fußball-Bundesliga","GER","Gladbach","Freiburg","H",1,2,"L",-1
"944","Fußball-Bundesliga","GER","Bochum","Augsburg","H",1,2,"L",-1
"945","Fußball-Bundesliga","GER","Leverkusen","Union Berlin","H",0,0,"D",0
"946","Fußball-Bundesliga","GER","Holstein Kiel","St. Pauli","H",1,2,"L",-1
"947","Fußball-Bundesliga","GER","Bayern Munich","Dortmund","H",2,2,"D",0
"948","Fußball-Bundesliga","GER","Stuttgart","Werder Bremen","H",1,2,"L",-1
"949","Fußball-Bundesliga","GER","Eint Frankfurt","Heidenheim","H",3,0,"W",3
"950","Fußball-Bundesliga","GER","RB Leipzig","Holstein Kiel","H",1,1,"D",0
"951","Fußball-Bundesliga","GER","Freiburg","Hoffenheim","H",3,2,"W",1
"952","Fußball-Bundesliga","GER","Werder Bremen","Bochum","H",1,0,"W",1
"953","Fußball-Bundesliga","GER","Heidenheim","Bayern Munich","H",0,4,"L",-4
"954","Fußball-Bundesliga","GER","Mainz 05","Wolfsburg","H",2,2,"D",0
"955","Fußball-Bundesliga","GER","Union Berlin","Stuttgart","H",4,4,"D",0
"956","Fußball-Bundesliga","GER","Augsburg","Eint Frankfurt","H",0,0,"D",0
"957","Fußball-Bundesliga","GER","Dortmund","Gladbach","H",3,2,"W",1
"958","Fußball-Bundesliga","GER","St. Pauli","Leverkusen","H",1,1,"D",0
"959","Fußball-Bundesliga","GER","Stuttgart","Heidenheim","H",0,1,"L",-1
"960","Fußball-Bundesliga","GER","Hoffenheim","Dortmund","H",2,3,"L",-1
"961","Fußball-Bundesliga","GER","Bayern Munich","Mainz 05","H",3,0,"W",3
"962","Fußball-Bundesliga","GER","Leverkusen","Augsburg","H",2,0,"W",2
"963","Fußball-Bundesliga","GER","Holstein Kiel","Gladbach","H",4,3,"W",1
"964","Fußball-Bundesliga","GER","Wolfsburg","Freiburg","H",0,1,"L",-1
"965","Fußball-Bundesliga","GER","Eint Frankfurt","RB Leipzig","H",4,0,"W",4
"966","Fußball-Bundesliga","GER","Bochum","Union Berlin","H",1,1,"D",0
"967","Fußball-Bundesliga","GER","Werder Bremen","St. Pauli","H",0,0,"D",0
"968","Fußball-Bundesliga","GER","Heidenheim","Bochum","H",0,0,"D",0
"969","Fußball-Bundesliga","GER","St. Pauli","Stuttgart","H",0,1,"L",-1
"970","Fußball-Bundesliga","GER","Gladbach","Hoffenheim","H",4,4,"D",0
"971","Fußball-Bundesliga","GER","RB Leipzig","Bayern Munich","H",3,3,"D",0
"972","Fußball-Bundesliga","GER","Union Berlin","Werder Bremen","H",2,2,"D",0
"973","Fußball-Bundesliga","GER","Dortmund","Wolfsburg","H",4,0,"W",4
"974","Fußball-Bundesliga","GER","Augsburg","Holstein Kiel","H",1,3,"L",-2
"975","Fußball-Bundesliga","GER","Freiburg","Leverkusen","H",2,2,"D",0
"976","Fußball-Bundesliga","GER","Mainz 05","Eint Frankfurt","H",1,1,"D",0
"977","Fußball-Bundesliga","GER","Wolfsburg","Hoffenheim","H",2,2,"D",0
"978","Fußball-Bundesliga","GER","Bochum","Mainz 05","H",1,4,"L",-3
"979","Fußball-Bundesliga","GER","Werder Bremen","RB Leipzig","H",0,0,"D",0
"980","Fußball-Bundesliga","GER","Holstein Kiel","Freiburg","H",1,2,"L",-1
"981","Fußball-Bundesliga","GER","Union Berlin","Heidenheim","H",0,3,"L",-3
"982","Fußball-Bundesliga","GER","Bayern Munich","Gladbach","H",2,0,"W",2
"983","Fußball-Bundesliga","GER","Leverkusen","Dortmund","H",2,4,"L",-2
"984","Fußball-Bundesliga","GER","Eint Frankfurt","St. Pauli","H",2,2,"D",0
"985","Fußball-Bundesliga","GER","Stuttgart","Augsburg","H",4,0,"W",4
"986","Fußball-Bundesliga","GER","RB Leipzig","Stuttgart","H",2,3,"L",-1
"987","Fußball-Bundesliga","GER","Gladbach","Wolfsburg","H",0,1,"L",-1
"988","Fußball-Bundesliga","GER","Heidenheim","Werder Bremen","H",1,4,"L",-3
"989","Fußball-Bundesliga","GER","St. Pauli","Bochum","H",0,2,"L",-2
"990","Fußball-Bundesliga","GER","Freiburg","Eint Frankfurt","H",1,3,"L",-2
"991","Fußball-Bundesliga","GER","Augsburg","Union Berlin","H",1,2,"L",-1
"992","Fußball-Bundesliga","GER","Mainz 05","Leverkusen","H",2,2,"D",0
"993","Fußball-Bundesliga","GER","Dortmund","Holstein Kiel","H",3,0,"W",3
"994","Fußball-Bundesliga","GER","Hoffenheim","Bayern Munich","H",0,4,"L",-4
"995","Fußball-Bundesliga","GER","Heidenheim","Elversberg","H",2,2,"D",0
"996","Fußball-Bundesliga","GER","Elversberg","Heidenheim","H",1,2,"L",-1
"997","La Liga","ESP","Athletic Club","Getafe","H",1,1,"D",0
"998","La Liga","ESP","Betis","Girona","H",1,1,"D",0
"999","La Liga","ESP","Celta Vigo","Alavés","H",2,1,"W",1
"1000","La Liga","ESP","Las Palmas","Sevilla","H",2,2,"D",0
"1001","La Liga","ESP","Osasuna","Leganés","H",1,1,"D",0
"1002","La Liga","ESP","Valencia","Barcelona","H",1,2,"L",-1
"1003","La Liga","ESP","Real Sociedad","Rayo Vallecano","H",1,2,"L",-1
"1004","La Liga","ESP","Mallorca","Real Madrid","H",1,1,"D",0
"1005","La Liga","ESP","Valladolid","Espanyol","H",1,0,"W",1
"1006","La Liga","ESP","Villarreal","Atlético Madrid","H",2,2,"D",0
"1007","La Liga","ESP","Celta Vigo","Valencia","H",3,1,"W",2
"1008","La Liga","ESP","Sevilla","Villarreal","H",1,2,"L",-1
"1009","La Liga","ESP","Osasuna","Mallorca","H",1,0,"W",1
"1010","La Liga","ESP","Barcelona","Athletic Club","H",2,1,"W",1
"1011","La Liga","ESP","Getafe","Rayo Vallecano","H",0,0,"D",0
"1012","La Liga","ESP","Espanyol","Real Sociedad","H",0,1,"L",-1
"1013","La Liga","ESP","Real Madrid","Valladolid","H",3,0,"W",3
"1014","La Liga","ESP","Leganés","Las Palmas","H",2,1,"W",1
"1015","La Liga","ESP","Alavés","Betis","H",0,0,"D",0
"1016","La Liga","ESP","Atlético Madrid","Girona","H",3,0,"W",3
"1017","La Liga","ESP","Villarreal","Celta Vigo","H",4,3,"W",1
"1018","La Liga","ESP","Mallorca","Sevilla","H",0,0,"D",0
"1019","La Liga","ESP","Rayo Vallecano","Barcelona","H",1,2,"L",-1
"1020","La Liga","ESP","Athletic Club","Valencia","H",1,0,"W",1
"1021","La Liga","ESP","Valladolid","Leganés","H",0,0,"D",0
"1022","La Liga","ESP","Atlético Madrid","Espanyol","H",0,0,"D",0
"1023","La Liga","ESP","Real Sociedad","Alavés","H",1,2,"L",-1
"1024","La Liga","ESP","Girona","Osasuna","H",4,0,"W",4
"1025","La Liga","ESP","Las Palmas","Real Madrid","H",1,1,"D",0
"1026","La Liga","ESP","Barcelona","Valladolid","H",7,0,"W",7
"1027","La Liga","ESP","Athletic Club","Atlético Madrid","H",0,1,"L",-1
"1028","La Liga","ESP","Espanyol","Rayo Vallecano","H",2,1,"W",1
"1029","La Liga","ESP","Valencia","Villarreal","H",1,1,"D",0
"1030","La Liga","ESP","Leganés","Mallorca","H",0,1,"L",-1
"1031","La Liga","ESP","Alavés","Las Palmas","H",2,0,"W",2
"1032","La Liga","ESP","Osasuna","Celta Vigo","H",3,2,"W",1
"1033","La Liga","ESP","Sevilla","Girona","H",0,2,"L",-2
"1034","La Liga","ESP","Getafe","Real Sociedad","H",0,0,"D",0
"1035","La Liga","ESP","Real Madrid","Betis","H",2,0,"W",2
"1036","La Liga","ESP","Betis","Leganés","H",2,0,"W",2
"1037","La Liga","ESP","Mallorca","Villarreal","H",1,2,"L",-1
"1038","La Liga","ESP","Espanyol","Alavés","H",3,2,"W",1
"1039","La Liga","ESP","Sevilla","Getafe","H",1,0,"W",1
"1040","La Liga","ESP","Real Sociedad","Real Madrid","H",0,2,"L",-2
"1041","La Liga","ESP","Celta Vigo","Valladolid","H",3,1,"W",2
"1042","La Liga","ESP","Girona","Barcelona","H",1,4,"L",-3
"1043","La Liga","ESP","Las Palmas","Athletic Club","H",2,3,"L",-1
"1044","La Liga","ESP","Atlético Madrid","Valencia","H",3,0,"W",3
"1045","La Liga","ESP","Rayo Vallecano","Osasuna","H",3,1,"W",2
"1046","La Liga","ESP","Mallorca","Real Sociedad","H",1,0,"W",1
"1047","La Liga","ESP","Betis","Getafe","H",2,1,"W",1
"1048","La Liga","ESP","Leganés","Athletic Club","H",0,2,"L",-2
"1049","La Liga","ESP","Alavés","Sevilla","H",2,1,"W",1
"1050","La Liga","ESP","Valladolid","Real Sociedad","H",0,0,"D",0
"1051","La Liga","ESP","Osasuna","Las Palmas","H",2,1,"W",1
"1052","La Liga","ESP","Valencia","Girona","H",2,0,"W",2
"1053","La Liga","ESP","Real Madrid","Espanyol","H",4,1,"W",3
"1054","La Liga","ESP","Getafe","Leganés","H",1,1,"D",0
"1055","La Liga","ESP","Athletic Club","Celta Vigo","H",3,1,"W",2
"1056","La Liga","ESP","Villarreal","Barcelona","H",1,5,"L",-4
"1057","La Liga","ESP","Rayo Vallecano","Atlético Madrid","H",1,1,"D",0
"1058","La Liga","ESP","Betis","Mallorca","H",1,2,"L",-1
"1059","La Liga","ESP","Sevilla","Valladolid","H",2,1,"W",1
"1060","La Liga","ESP","Valencia","Osasuna","H",0,0,"D",0
"1061","La Liga","ESP","Real Madrid","Alavés","H",3,2,"W",1
"1062","La Liga","ESP","Girona","Rayo Vallecano","H",0,0,"D",0
"1063","La Liga","ESP","Barcelona","Getafe","H",1,0,"W",1
"1064","La Liga","ESP","Las Palmas","Betis","H",1,1,"D",0
"1065","La Liga","ESP","Espanyol","Villarreal","H",1,2,"L",-1
"1066","La Liga","ESP","Celta Vigo","Atlético Madrid","H",0,1,"L",-1
"1067","La Liga","ESP","Valladolid","Mallorca","H",1,2,"L",-1
"1068","La Liga","ESP","Getafe","Alavés","H",2,0,"W",2
"1069","La Liga","ESP","Rayo Vallecano","Leganés","H",1,1,"D",0
"1070","La Liga","ESP","Real Sociedad","Valencia","H",3,0,"W",3
"1071","La Liga","ESP","Osasuna","Barcelona","H",4,2,"W",2
"1072","La Liga","ESP","Celta Vigo","Girona","H",1,1,"D",0
"1073","La Liga","ESP","Athletic Club","Sevilla","H",1,1,"D",0
"1074","La Liga","ESP","Betis","Espanyol","H",1,0,"W",1
"1075","La Liga","ESP","Atlético Madrid","Real Madrid","H",1,1,"D",0
"1076","La Liga","ESP","Villarreal","Las Palmas","H",3,1,"W",2
"1077","La Liga","ESP","Leganés","Valencia","H",0,0,"D",0
"1078","La Liga","ESP","Espanyol","Mallorca","H",2,1,"W",1
"1079","La Liga","ESP","Getafe","Osasuna","H",1,1,"D",0
"1080","La Liga","ESP","Las Palmas","Celta Vigo","H",0,1,"L",-1
"1081","La Liga","ESP","Valladolid","Rayo Vallecano","H",1,2,"L",-1
"1082","La Liga","ESP","Real Madrid","Villarreal","H",2,0,"W",2
"1083","La Liga","ESP","Girona","Athletic Club","H",2,1,"W",1
"1084","La Liga","ESP","Alavés","Barcelona","H",0,3,"L",-3
"1085","La Liga","ESP","Sevilla","Betis","H",1,0,"W",1
"1086","La Liga","ESP","Real Sociedad","Atlético Madrid","H",1,1,"D",0
"1087","La Liga","ESP","Alavés","Valladolid","H",2,3,"L",-1
"1088","La Liga","ESP","Athletic Club","Espanyol","H",4,1,"W",3
"1089","La Liga","ESP","Osasuna","Betis","H",1,2,"L",-1
"1090","La Liga","ESP","Girona","Real Sociedad","H",0,1,"L",-1
"1091","La Liga","ESP","Celta Vigo","Real Madrid","H",1,2,"L",-1
"1092","La Liga","ESP","Mallorca","Rayo Vallecano","H",1,0,"W",1
"1093","La Liga","ESP","Atlético Madrid","Leganés","H",3,1,"W",2
"1094","La Liga","ESP","Villarreal","Getafe","H",1,1,"D",0
"1095","La Liga","ESP","Barcelona","Sevilla","H",5,1,"W",4
"1096","La Liga","ESP","Valencia","Las Palmas","H",2,3,"L",-1
"1097","La Liga","ESP","Espanyol","Sevilla","H",0,2,"L",-2
"1098","La Liga","ESP","Valladolid","Villarreal","H",1,2,"L",-1
"1099","La Liga","ESP","Rayo Vallecano","Alavés","H",1,0,"W",1
"1100","La Liga","ESP","Las Palmas","Girona","H",1,0,"W",1
"1101","La Liga","ESP","Real Madrid","Barcelona","H",0,4,"L",-4
"1102","La Liga","ESP","Leganés","Celta Vigo","H",3,0,"W",3
"1103","La Liga","ESP","Getafe","Valencia","H",1,1,"D",0
"1104","La Liga","ESP","Betis","Atlético Madrid","H",1,0,"W",1
"1105","La Liga","ESP","Real Sociedad","Osasuna","H",0,2,"L",-2
"1106","La Liga","ESP","Mallorca","Athletic Club","H",0,0,"D",0
"1107","La Liga","ESP","Alavés","Mallorca","H",1,0,"W",1
"1108","La Liga","ESP","Osasuna","Valladolid","H",1,0,"W",1
"1109","La Liga","ESP","Girona","Leganés","H",4,3,"W",1
"1110","La Liga","ESP","Atlético Madrid","Las Palmas","H",2,0,"W",2
"1111","La Liga","ESP","Barcelona","Espanyol","H",3,1,"W",2
"1112","La Liga","ESP","Sevilla","Real Sociedad","H",0,2,"L",-2
"1113","La Liga","ESP","Athletic Club","Betis","H",1,1,"D",0
"1114","La Liga","ESP","Celta Vigo","Getafe","H",1,0,"W",1
"1115","La Liga","ESP","Rayo Vallecano","Las Palmas","H",1,3,"L",-2
"1116","La Liga","ESP","Real Madrid","Osasuna","H",4,0,"W",4
"1117","La Liga","ESP","Villarreal","Alavés","H",3,0,"W",3
"1118","La Liga","ESP","Leganés","Sevilla","H",1,0,"W",1
"1119","La Liga","ESP","Betis","Celta Vigo","H",2,2,"D",0
"1120","La Liga","ESP","Mallorca","Atlético Madrid","H",0,1,"L",-1
"1121","La Liga","ESP","Valladolid","Athletic Club","H",1,1,"D",0
"1122","La Liga","ESP","Getafe","Girona","H",0,1,"L",-1
"1123","La Liga","ESP","Real Sociedad","Barcelona","H",1,0,"W",1
"1124","La Liga","ESP","Getafe","Valladolid","H",2,0,"W",2
"1125","La Liga","ESP","Valencia","Betis","H",4,2,"W",2
"1126","La Liga","ESP","Atlético Madrid","Alavés","H",2,1,"W",1
"1127","La Liga","ESP","Las Palmas","Mallorca","H",2,3,"L",-1
"1128","La Liga","ESP","Girona","Espanyol","H",4,1,"W",3
"1129","La Liga","ESP","Celta Vigo","Barcelona","H",2,2,"D",0
"1130","La Liga","ESP","Osasuna","Villarreal","H",2,2,"D",0
"1131","La Liga","ESP","Sevilla","Rayo Vallecano","H",1,0,"W",1
"1132","La Liga","ESP","Leganés","Real Madrid","H",0,3,"L",-3
"1133","La Liga","ESP","Athletic Club","Real Sociedad","H",1,0,"W",1
"1134","La Liga","ESP","Mallorca","Valencia","H",2,1,"W",1
"1135","La Liga","ESP","Barcelona","Las Palmas","H",1,2,"L",-1
"1136","La Liga","ESP","Alavés","Leganés","H",1,1,"D",0
"1137","La Liga","ESP","Espanyol","Celta Vigo","H",3,1,"W",2
"1138","La Liga","ESP","Valladolid","Atlético Madrid","H",0,5,"L",-5
"1139","La Liga","ESP","Villarreal","Girona","H",2,2,"D",0
"1140","La Liga","ESP","Real Madrid","Getafe","H",2,0,"W",2
"1141","La Liga","ESP","Rayo Vallecano","Athletic Club","H",1,2,"L",-1
"1142","La Liga","ESP","Real Sociedad","Betis","H",2,0,"W",2
"1143","La Liga","ESP","Sevilla","Osasuna","H",1,1,"D",0
"1144","La Liga","ESP","Mallorca","Barcelona","H",1,5,"L",-4
"1145","La Liga","ESP","Athletic Club","Real Madrid","H",2,1,"W",1
"1146","La Liga","ESP","Celta Vigo","Mallorca","H",2,0,"W",2
"1147","La Liga","ESP","Las Palmas","Valladolid","H",2,1,"W",1
"1148","La Liga","ESP","Betis","Barcelona","H",2,2,"D",0
"1149","La Liga","ESP","Valencia","Rayo Vallecano","H",0,1,"L",-1
"1150","La Liga","ESP","Girona","Real Madrid","H",0,3,"L",-3
"1151","La Liga","ESP","Leganés","Real Sociedad","H",0,3,"L",-3
"1152","La Liga","ESP","Athletic Club","Villarreal","H",2,0,"W",2
"1153","La Liga","ESP","Osasuna","Alavés","H",2,2,"D",0
"1154","La Liga","ESP","Atlético Madrid","Sevilla","H",4,3,"W",1
"1155","La Liga","ESP","Getafe","Espanyol","H",1,0,"W",1
"1156","La Liga","ESP","Valladolid","Valencia","H",1,0,"W",1
"1157","La Liga","ESP","Espanyol","Osasuna","H",0,0,"D",0
"1158","La Liga","ESP","Mallorca","Girona","H",2,1,"W",1
"1159","La Liga","ESP","Sevilla","Celta Vigo","H",1,0,"W",1
"1160","La Liga","ESP","Rayo Vallecano","Real Madrid","H",3,3,"D",0
"1161","La Liga","ESP","Atlético Madrid","Getafe","H",1,0,"W",1
"1162","La Liga","ESP","Alavés","Athletic Club","H",1,1,"D",0
"1163","La Liga","ESP","Real Sociedad","Las Palmas","H",0,0,"D",0
"1164","La Liga","ESP","Villarreal","Betis","H",1,2,"L",-1
"1165","La Liga","ESP","Barcelona","Leganés","H",0,1,"L",-1
"1166","La Liga","ESP","Villarreal","Rayo Vallecano","H",1,1,"D",0
"1167","La Liga","ESP","Espanyol","Valencia","H",1,1,"D",0
"1168","La Liga","ESP","Girona","Valladolid","H",3,0,"W",3
"1169","La Liga","ESP","Getafe","Mallorca","H",0,1,"L",-1
"1170","La Liga","ESP","Celta Vigo","Real Sociedad","H",2,0,"W",2
"1171","La Liga","ESP","Osasuna","Athletic Club","H",1,2,"L",-1
"1172","La Liga","ESP","Barcelona","Atlético Madrid","H",1,2,"L",-1
"1173","La Liga","ESP","Valencia","Alavés","H",2,2,"D",0
"1174","La Liga","ESP","Real Madrid","Sevilla","H",4,2,"W",2
"1175","La Liga","ESP","Las Palmas","Espanyol","H",1,0,"W",1
"1176","La Liga","ESP","Leganés","Villarreal","H",2,5,"L",-3
"1177","La Liga","ESP","Betis","Rayo Vallecano","H",1,1,"D",0
"1178","La Liga","ESP","Valencia","Real Madrid","H",1,2,"L",-1
"1179","La Liga","ESP","Rayo Vallecano","Celta Vigo","H",2,1,"W",1
"1180","La Liga","ESP","Alavés","Girona","H",0,1,"L",-1
"1181","La Liga","ESP","Valladolid","Betis","H",1,0,"W",1
"1182","La Liga","ESP","Espanyol","Leganés","H",1,1,"D",0
"1183","La Liga","ESP","Sevilla","Valencia","H",1,1,"D",0
"1184","La Liga","ESP","Las Palmas","Getafe","H",1,2,"L",-1
"1185","La Liga","ESP","Atlético Madrid","Osasuna","H",1,0,"W",1
"1186","La Liga","ESP","Real Sociedad","Villarreal","H",1,0,"W",1
"1187","La Liga","ESP","Espanyol","Valladolid","H",2,1,"W",1
"1188","La Liga","ESP","Girona","Sevilla","H",1,2,"L",-1
"1189","La Liga","ESP","Leganés","Atlético Madrid","H",1,0,"W",1
"1190","La Liga","ESP","Betis","Alavés","H",1,3,"L",-2
"1191","La Liga","ESP","Getafe","Barcelona","H",1,1,"D",0
"1192","La Liga","ESP","Celta Vigo","Athletic Club","H",1,2,"L",-1
"1193","La Liga","ESP","Real Madrid","Las Palmas","H",4,1,"W",3
"1194","La Liga","ESP","Osasuna","Rayo Vallecano","H",1,1,"D",0
"1195","La Liga","ESP","Valencia","Real Sociedad","H",1,0,"W",1
